timestamp,steps,distance millimeters,altitude gain millimeters,data source
2026-05-10T18:47:24Z,0,0,0,Versa 4
2026-05-10T18:47:25Z,0,0,0,Versa 4
2026-05-10T18:47:26Z,0,0,304,Versa 4
2026-05-10T18:47:27Z,0,0,0,Versa 4
2026-05-10T18:47:28Z,0,0,-304,Versa 4
2026-05-10T18:47:29Z,0,0,609,Versa 4
2026-05-10T18:47:30Z,0,0,-609,Versa 4
2026-05-10T18:47:31Z,0,0,609,Versa 4
2026-05-10T18:47:32Z,0,0,-304,Versa 4
2026-05-10T18:47:33Z,0,0,304,Versa 4
2026-05-10T18:47:34Z,0,0,0,Versa 4
2026-05-10T18:47:35Z,0,0,-304,Versa 4
2026-05-10T18:47:36Z,0,0,0,Versa 4
2026-05-10T18:47:37Z,0,0,304,Versa 4
2026-05-10T18:47:38Z,0,0,304,Versa 4
2026-05-10T18:47:39Z,0,0,-609,Versa 4
2026-05-10T18:47:40Z,0,0,0,Versa 4
2026-05-10T18:47:41Z,0,0,304,Versa 4
2026-05-10T18:47:42Z,0,0,-304,Versa 4
2026-05-10T18:47:43Z,0,0,304,Versa 4
2026-05-10T18:47:44Z,0,0,-304,Versa 4
2026-05-10T18:47:45Z,0,0,-304,Versa 4
2026-05-10T18:47:46Z,0,0,0,Versa 4
2026-05-10T18:47:47Z,0,0,609,Versa 4
2026-05-10T18:47:48Z,0,0,-304,Versa 4
2026-05-10T18:47:49Z,0,0,304,Versa 4
2026-05-10T18:47:50Z,0,0,0,Versa 4
2026-05-10T18:47:51Z,0,0,0,Versa 4
2026-05-10T18:47:52Z,0,0,0,Versa 4
2026-05-10T18:47:53Z,0,0,-304,Versa 4
2026-05-10T18:47:54Z,0,0,0,Versa 4
2026-05-10T18:47:55Z,0,0,-304,Versa 4
2026-05-10T18:47:56Z,0,0,609,Versa 4
2026-05-10T18:47:57Z,0,0,0,Versa 4
2026-05-10T18:47:58Z,0,0,-609,Versa 4
2026-05-10T18:47:59Z,0,0,0,Versa 4
2026-05-10T18:48:00Z,0,0,609,Versa 4
2026-05-10T18:48:01Z,0,0,-609,Versa 4
2026-05-10T18:48:02Z,0,0,0,Versa 4
2026-05-10T18:48:03Z,0,0,0,Versa 4
2026-05-10T18:48:04Z,0,0,0,Versa 4
2026-05-10T18:48:05Z,0,0,0,Versa 4
2026-05-10T18:48:06Z,0,0,304,Versa 4
2026-05-10T18:48:07Z,0,0,0,Versa 4
2026-05-10T18:48:08Z,0,0,304,Versa 4
2026-05-10T18:48:09Z,0,0,-304,Versa 4
2026-05-10T18:48:10Z,0,0,0,Versa 4
2026-05-10T18:48:11Z,0,0,0,Versa 4
2026-05-10T18:48:12Z,0,0,-304,Versa 4
2026-05-10T18:48:13Z,0,0,0,Versa 4
2026-05-10T18:48:14Z,0,0,0,Versa 4
2026-05-10T18:48:15Z,0,0,304,Versa 4
2026-05-10T18:48:16Z,0,0,-304,Versa 4
2026-05-10T18:48:17Z,0,0,304,Versa 4
2026-05-10T18:48:18Z,0,0,-304,Versa 4
2026-05-10T18:48:19Z,0,0,609,Versa 4
2026-05-10T18:48:20Z,0,0,-304,Versa 4
2026-05-10T18:48:21Z,0,0,-304,Versa 4
2026-05-10T18:48:22Z,0,0,0,Versa 4
2026-05-10T18:48:23Z,0,0,0,Versa 4
2026-05-10T18:48:24Z,0,0,0,Versa 4
2026-05-10T18:48:25Z,0,0,0,Versa 4
2026-05-10T18:48:26Z,0,0,304,Versa 4
2026-05-10T18:48:27Z,0,0,304,Versa 4
2026-05-10T18:48:28Z,0,0,-304,Versa 4
2026-05-10T18:48:29Z,0,0,304,Versa 4
2026-05-10T18:48:30Z,0,0,0,Versa 4
2026-05-10T18:48:31Z,0,0,0,Versa 4
2026-05-10T18:48:32Z,0,0,0,Versa 4
2026-05-10T18:48:33Z,0,0,-609,Versa 4
2026-05-10T18:48:34Z,0,0,304,Versa 4
2026-05-10T18:48:35Z,0,0,304,Versa 4
2026-05-10T18:48:36Z,0,0,304,Versa 4
2026-05-10T18:48:37Z,0,0,-304,Versa 4
2026-05-10T18:48:38Z,0,0,304,Versa 4
2026-05-10T18:48:39Z,0,0,-304,Versa 4
2026-05-10T18:48:40Z,0,0,0,Versa 4
2026-05-10T18:48:41Z,0,0,304,Versa 4
2026-05-10T18:48:42Z,0,0,-304,Versa 4
2026-05-10T18:48:43Z,0,0,0,Versa 4
2026-05-10T18:48:44Z,0,0,0,Versa 4
2026-05-10T18:48:45Z,0,0,0,Versa 4
2026-05-10T18:48:46Z,0,0,-609,Versa 4
2026-05-10T18:48:47Z,0,0,609,Versa 4
2026-05-10T18:48:48Z,0,0,0,Versa 4
2026-05-10T18:48:49Z,0,0,-609,Versa 4
2026-05-10T18:48:50Z,0,0,609,Versa 4
2026-05-10T18:48:51Z,0,0,0,Versa 4
2026-05-10T18:48:52Z,0,0,0,Versa 4
2026-05-10T18:48:53Z,0,0,304,Versa 4
2026-05-10T18:48:54Z,0,0,-304,Versa 4
2026-05-10T18:48:55Z,0,0,-304,Versa 4
2026-05-10T18:48:56Z,0,0,-304,Versa 4
2026-05-10T18:48:57Z,0,0,304,Versa 4
2026-05-10T18:48:58Z,1,0,-304,Versa 4
2026-05-10T18:48:59Z,1,0,304,Versa 4
2026-05-10T18:49:00Z,1,0,-304,Versa 4
2026-05-10T18:49:01Z,2,0,304,Versa 4
2026-05-10T18:49:02Z,1,0,304,Versa 4
2026-05-10T18:49:03Z,1,0,304,Versa 4
2026-05-10T18:49:04Z,0,0,-304,Versa 4
2026-05-10T18:49:05Z,4,0,609,Versa 4
2026-05-10T18:49:06Z,2,0,0,Versa 4
2026-05-10T18:49:07Z,1,0,-304,Versa 4
2026-05-10T18:49:08Z,0,0,304,Versa 4
2026-05-10T18:49:09Z,2,0,0,Versa 4
2026-05-10T18:49:10Z,0,0,0,Versa 4
2026-05-10T18:49:11Z,1,0,-304,Versa 4
2026-05-10T18:49:12Z,1,0,304,Versa 4
2026-05-10T18:49:13Z,1,0,304,Versa 4
2026-05-10T18:49:14Z,1,0,-304,Versa 4
2026-05-10T18:49:15Z,2,0,0,Versa 4
2026-05-10T18:49:16Z,1,0,-304,Versa 4
2026-05-10T18:49:17Z,1,140,304,Versa 4
2026-05-10T18:49:18Z,2,310,0,Versa 4
2026-05-10T18:49:19Z,1,490,0,Versa 4
2026-05-10T18:49:20Z,0,610,-304,Versa 4
2026-05-10T18:49:21Z,0,700,609,Versa 4
2026-05-10T18:49:22Z,0,630,-304,Versa 4
2026-05-10T18:49:23Z,0,0,304,Versa 4
2026-05-10T18:49:24Z,0,0,0,Versa 4
2026-05-10T18:49:25Z,0,0,-609,Versa 4
2026-05-10T18:49:26Z,0,0,304,Versa 4
2026-05-10T18:49:27Z,0,0,304,Versa 4
2026-05-10T18:49:28Z,0,0,0,Versa 4
2026-05-10T18:49:29Z,0,0,0,Versa 4
2026-05-10T18:49:30Z,0,0,0,Versa 4
2026-05-10T18:49:31Z,0,0,0,Versa 4
2026-05-10T18:49:32Z,0,0,-304,Versa 4
2026-05-10T18:49:33Z,0,0,304,Versa 4
2026-05-10T18:49:34Z,0,0,-304,Versa 4
2026-05-10T18:49:35Z,0,0,0,Versa 4
2026-05-10T18:49:36Z,0,0,-304,Versa 4
2026-05-10T18:49:37Z,0,0,0,Versa 4
2026-05-10T18:49:38Z,0,0,609,Versa 4
2026-05-10T18:49:39Z,0,0,-304,Versa 4
2026-05-10T18:49:40Z,0,0,304,Versa 4
2026-05-10T18:49:41Z,0,0,0,Versa 4
2026-05-10T18:49:42Z,0,0,0,Versa 4
2026-05-10T18:49:43Z,0,0,0,Versa 4
2026-05-10T18:49:44Z,0,0,0,Versa 4
2026-05-10T18:49:45Z,1,0,0,Versa 4
2026-05-10T18:49:46Z,1,0,-304,Versa 4
2026-05-10T18:49:47Z,1,0,304,Versa 4
2026-05-10T18:49:48Z,2,0,-304,Versa 4
2026-05-10T18:49:49Z,2,140,304,Versa 4
2026-05-10T18:49:50Z,2,320,-304,Versa 4
2026-05-10T18:49:51Z,2,510,0,Versa 4
2026-05-10T18:49:52Z,1,710,304,Versa 4
2026-05-10T18:49:53Z,2,920,0,Versa 4
2026-05-10T18:49:54Z,2,1010,-304,Versa 4
2026-05-10T18:49:55Z,2,1070,304,Versa 4
2026-05-10T18:49:56Z,2,1120,-304,Versa 4
2026-05-10T18:49:57Z,2,1200,304,Versa 4
2026-05-10T18:49:58Z,1,1210,304,Versa 4
2026-05-10T18:49:59Z,2,1290,-914,Versa 4
2026-05-10T18:50:00Z,2,1300,609,Versa 4
2026-05-10T18:50:01Z,2,1310,304,Versa 4
2026-05-10T18:50:02Z,2,1320,0,Versa 4
2026-05-10T18:50:03Z,2,1350,0,Versa 4
2026-05-10T18:50:04Z,1,1360,0,Versa 4
2026-05-10T18:50:05Z,1,1350,0,Versa 4
2026-05-10T18:50:06Z,3,1340,-304,Versa 4
2026-05-10T18:50:07Z,1,1350,0,Versa 4
2026-05-10T18:50:08Z,1,1330,-609,Versa 4
2026-05-10T18:50:09Z,3,1340,609,Versa 4
2026-05-10T18:50:10Z,2,1370,304,Versa 4
2026-05-10T18:50:11Z,1,1370,-304,Versa 4
2026-05-10T18:50:12Z,1,1360,0,Versa 4
2026-05-10T18:50:13Z,1,1360,0,Versa 4
2026-05-10T18:50:14Z,3,1350,0,Versa 4
2026-05-10T18:50:15Z,0,1230,-304,Versa 4
2026-05-10T18:50:16Z,0,1110,0,Versa 4
2026-05-10T18:50:17Z,0,990,0,Versa 4
2026-05-10T18:50:18Z,0,840,0,Versa 4
2026-05-10T18:50:19Z,0,0,-304,Versa 4
2026-05-10T18:50:20Z,0,0,0,Versa 4
2026-05-10T18:50:21Z,0,0,304,Versa 4
2026-05-10T18:50:22Z,0,0,0,Versa 4
2026-05-10T18:50:23Z,0,0,0,Versa 4
2026-05-10T18:50:24Z,0,0,0,Versa 4
2026-05-10T18:50:25Z,0,0,0,Versa 4
2026-05-10T18:50:26Z,0,0,0,Versa 4
2026-05-10T18:50:27Z,0,0,0,Versa 4
2026-05-10T18:50:28Z,0,0,0,Versa 4
2026-05-10T18:50:29Z,0,0,0,Versa 4
2026-05-10T18:50:30Z,0,0,304,Versa 4
2026-05-10T18:50:31Z,0,0,-304,Versa 4
2026-05-10T18:50:32Z,0,0,304,Versa 4
2026-05-10T18:50:33Z,0,0,0,Versa 4
2026-05-10T18:50:34Z,0,0,-304,Versa 4
2026-05-10T18:50:35Z,0,0,609,Versa 4
2026-05-10T18:50:36Z,0,0,-304,Versa 4
2026-05-10T18:50:37Z,0,0,-304,Versa 4
2026-05-10T18:50:38Z,0,0,304,Versa 4
2026-05-10T18:50:39Z,0,0,-304,Versa 4
2026-05-10T18:50:40Z,0,0,304,Versa 4
2026-05-10T18:50:41Z,0,0,0,Versa 4
2026-05-10T18:50:42Z,2,0,-304,Versa 4
2026-05-10T18:50:43Z,2,0,-304,Versa 4
2026-05-10T18:50:44Z,0,0,0,Versa 4
2026-05-10T18:50:45Z,0,0,304,Versa 4
2026-05-10T18:50:46Z,0,0,0,Versa 4
2026-05-10T18:50:47Z,0,0,0,Versa 4
2026-05-10T18:50:48Z,0,0,304,Versa 4
2026-05-10T18:50:49Z,0,0,304,Versa 4
2026-05-10T18:50:50Z,0,0,-304,Versa 4
2026-05-10T18:50:51Z,0,0,0,Versa 4
2026-05-10T18:50:52Z,0,0,0,Versa 4
2026-05-10T18:50:53Z,1,0,-609,Versa 4
2026-05-10T18:50:54Z,2,0,609,Versa 4
2026-05-10T18:50:55Z,2,140,-914,Versa 4
2026-05-10T18:50:56Z,1,280,609,Versa 4
2026-05-10T18:50:57Z,2,460,-304,Versa 4
2026-05-10T18:50:58Z,2,660,304,Versa 4
2026-05-10T18:50:59Z,1,850,-304,Versa 4
2026-05-10T18:51:00Z,2,920,304,Versa 4
2026-05-10T18:51:01Z,1,970,0,Versa 4
2026-05-10T18:51:02Z,2,1010,0,Versa 4
2026-05-10T18:51:03Z,2,1040,0,Versa 4
2026-05-10T18:51:04Z,1,1060,304,Versa 4
2026-05-10T18:51:05Z,2,1140,0,Versa 4
2026-05-10T18:51:06Z,2,1180,-304,Versa 4
2026-05-10T18:51:07Z,2,1220,-304,Versa 4
2026-05-10T18:51:08Z,1,1210,-304,Versa 4
2026-05-10T18:51:09Z,1,1210,304,Versa 4
2026-05-10T18:51:10Z,0,1190,304,Versa 4
2026-05-10T18:51:11Z,0,1050,609,Versa 4
2026-05-10T18:51:12Z,0,0,-609,Versa 4
2026-05-10T18:51:13Z,0,0,609,Versa 4
2026-05-10T18:51:14Z,0,0,-609,Versa 4
2026-05-10T18:51:15Z,0,0,304,Versa 4
2026-05-10T18:51:16Z,0,0,0,Versa 4
2026-05-10T18:51:17Z,0,0,-304,Versa 4
2026-05-10T18:51:18Z,0,0,0,Versa 4
2026-05-10T18:51:19Z,0,0,-304,Versa 4
2026-05-10T18:51:20Z,0,0,609,Versa 4
2026-05-10T18:51:21Z,0,0,-609,Versa 4
2026-05-10T18:51:22Z,0,0,609,Versa 4
2026-05-10T18:51:23Z,0,0,-304,Versa 4
2026-05-10T18:51:24Z,0,0,0,Versa 4
2026-05-10T18:51:25Z,0,0,0,Versa 4
2026-05-10T18:51:26Z,0,0,0,Versa 4
2026-05-10T18:51:27Z,0,0,0,Versa 4
2026-05-10T18:51:28Z,0,0,-304,Versa 4
2026-05-10T18:51:29Z,0,0,304,Versa 4
2026-05-10T18:51:30Z,0,0,0,Versa 4
2026-05-10T18:51:31Z,0,0,0,Versa 4
2026-05-10T18:51:32Z,0,0,-304,Versa 4
2026-05-10T18:51:33Z,0,0,304,Versa 4
2026-05-10T18:51:34Z,0,0,0,Versa 4
2026-05-10T18:51:35Z,0,0,0,Versa 4
2026-05-10T18:51:36Z,0,0,304,Versa 4
2026-05-10T18:51:37Z,0,0,-304,Versa 4
2026-05-10T18:51:38Z,0,0,-304,Versa 4
2026-05-10T18:51:39Z,0,0,-609,Versa 4
2026-05-10T18:51:40Z,0,0,609,Versa 4
2026-05-10T18:51:41Z,0,0,-609,Versa 4
2026-05-10T18:51:42Z,0,0,609,Versa 4
2026-05-10T18:51:43Z,0,0,-304,Versa 4
2026-05-10T18:51:44Z,0,0,-609,Versa 4
2026-05-10T18:51:45Z,0,0,609,Versa 4
2026-05-10T18:51:46Z,0,0,0,Versa 4
2026-05-10T18:51:47Z,0,0,0,Versa 4
2026-05-10T18:51:48Z,0,0,0,Versa 4
2026-05-10T18:51:49Z,0,0,0,Versa 4
2026-05-10T18:51:50Z,0,0,0,Versa 4
2026-05-10T18:51:51Z,0,0,0,Versa 4
2026-05-10T18:51:52Z,0,0,0,Versa 4
2026-05-10T18:51:53Z,0,0,0,Versa 4
2026-05-10T18:51:54Z,0,0,0,Versa 4
2026-05-10T18:51:55Z,0,0,0,Versa 4
2026-05-10T18:51:56Z,0,0,0,Versa 4
2026-05-10T18:51:57Z,0,0,0,Versa 4
2026-05-10T18:51:58Z,0,0,0,Versa 4
2026-05-10T18:51:59Z,0,0,0,Versa 4
2026-05-10T18:52:00Z,0,0,0,Versa 4
2026-05-10T18:52:01Z,0,0,609,Versa 4
2026-05-10T18:52:02Z,0,0,304,Versa 4
2026-05-10T18:52:03Z,0,0,0,Versa 4
2026-05-10T18:52:04Z,0,0,0,Versa 4
2026-05-10T18:52:05Z,0,0,-609,Versa 4
2026-05-10T18:52:06Z,0,0,304,Versa 4
2026-05-10T18:52:07Z,0,0,0,Versa 4
2026-05-10T18:52:08Z,0,0,-304,Versa 4
2026-05-10T18:52:09Z,0,0,-304,Versa 4
2026-05-10T18:52:10Z,0,0,0,Versa 4
2026-05-10T18:52:11Z,0,0,0,Versa 4
2026-05-10T18:52:12Z,0,0,0,Versa 4
2026-05-10T18:52:13Z,0,0,304,Versa 4
2026-05-10T18:52:14Z,0,0,0,Versa 4
2026-05-10T18:52:15Z,0,0,304,Versa 4
2026-05-10T18:52:16Z,0,0,-304,Versa 4
2026-05-10T18:52:17Z,0,0,304,Versa 4
2026-05-10T18:52:18Z,0,0,0,Versa 4
2026-05-10T18:52:19Z,0,0,-304,Versa 4
2026-05-10T18:52:20Z,0,0,0,Versa 4
2026-05-10T18:52:21Z,0,0,0,Versa 4
2026-05-10T18:52:22Z,0,0,0,Versa 4
2026-05-10T18:52:23Z,2,0,-304,Versa 4
2026-05-10T18:52:24Z,2,0,-304,Versa 4
2026-05-10T18:52:25Z,0,0,304,Versa 4
2026-05-10T18:52:26Z,0,0,0,Versa 4
2026-05-10T18:52:27Z,0,0,304,Versa 4
2026-05-10T18:52:28Z,0,0,0,Versa 4
2026-05-10T18:52:29Z,0,0,0,Versa 4
2026-05-10T18:52:30Z,0,0,-304,Versa 4
2026-05-10T18:52:31Z,0,0,0,Versa 4
2026-05-10T18:52:32Z,0,0,0,Versa 4
2026-05-10T18:52:33Z,0,0,0,Versa 4
2026-05-10T18:52:34Z,0,0,304,Versa 4
2026-05-10T18:52:35Z,0,0,-304,Versa 4
2026-05-10T18:52:36Z,0,0,0,Versa 4
2026-05-10T18:52:37Z,0,0,0,Versa 4
2026-05-10T18:52:38Z,0,0,0,Versa 4
2026-05-10T18:52:39Z,0,0,304,Versa 4
2026-05-10T18:52:40Z,0,0,-304,Versa 4
2026-05-10T18:52:41Z,0,0,0,Versa 4
2026-05-10T18:52:42Z,0,0,-304,Versa 4
2026-05-10T18:52:43Z,0,0,304,Versa 4
2026-05-10T18:52:44Z,0,0,-304,Versa 4
2026-05-10T18:52:45Z,0,0,0,Versa 4
2026-05-10T18:52:46Z,0,0,304,Versa 4
2026-05-10T18:52:47Z,0,0,0,Versa 4
2026-05-10T18:52:48Z,0,0,304,Versa 4
2026-05-10T18:52:49Z,0,0,0,Versa 4
2026-05-10T18:52:50Z,0,0,0,Versa 4
2026-05-10T18:52:51Z,0,0,0,Versa 4
2026-05-10T18:52:52Z,0,0,0,Versa 4
2026-05-10T18:52:53Z,0,0,-304,Versa 4
2026-05-10T18:52:54Z,0,0,0,Versa 4
2026-05-10T18:52:55Z,0,0,0,Versa 4
2026-05-10T18:52:56Z,0,0,0,Versa 4
2026-05-10T18:52:57Z,0,0,-304,Versa 4
2026-05-10T18:52:58Z,0,0,609,Versa 4
2026-05-10T18:52:59Z,0,0,304,Versa 4
2026-05-10T18:53:00Z,0,0,-609,Versa 4
2026-05-10T18:53:01Z,0,0,304,Versa 4
2026-05-10T18:53:02Z,0,0,0,Versa 4
2026-05-10T18:53:03Z,0,0,-304,Versa 4
2026-05-10T18:53:04Z,0,0,304,Versa 4
2026-05-10T18:53:05Z,0,0,-304,Versa 4
2026-05-10T18:53:06Z,0,0,304,Versa 4
2026-05-10T18:53:07Z,0,0,-304,Versa 4
2026-05-10T18:53:08Z,0,0,304,Versa 4
2026-05-10T18:53:09Z,0,0,-304,Versa 4
2026-05-10T18:53:10Z,0,0,-304,Versa 4
2026-05-10T18:53:11Z,0,0,304,Versa 4
2026-05-10T18:53:12Z,0,0,0,Versa 4
2026-05-10T18:53:13Z,0,0,304,Versa 4
2026-05-10T18:53:14Z,0,0,-304,Versa 4
2026-05-10T18:53:15Z,0,0,304,Versa 4
2026-05-10T18:53:16Z,0,0,0,Versa 4
2026-05-10T18:53:17Z,0,0,0,Versa 4
2026-05-10T18:53:18Z,0,0,0,Versa 4
